zip_code,refnis,pop_dens,income_1y,income_17y,province,commune,big_5_dist,big_15_dist
1350,25120,179,23571.52,18681.5,Brabant Wallon,Orp-Jauche,46,32
1357,25118,226,22660.27,18358.72,Brabant Wallon,Hélécine,48,27
1360,25084,189,24213.09,19277.89,Brabant Wallon,Perwez,43,22
1367,25122,136,23370.27,18647.34,Brabant Wallon,Ramillies,49,23
1370,25048,202,23205.5,18732.7,Brabant Wallon,Jodoigne,49,25
1380,25119,298,30525.78,24462.36,Brabant Wallon,Lasne,32,31
1390,25037,253,26823.58,21265.37,Brabant Wallon,Grez-Doiceau,40,16
1400,25072,477,24589.19,19687.81,Brabant Wallon,Nivelles,25,18
1401,25072,477,24589.19,19687.81,Brabant Wallon,Nivelles,25,18
1402,25072,477,24589.19,19687.81,Brabant Wallon,Nivelles,25,18
1404,25072,477,24589.19,19687.81,Brabant Wallon,Nivelles,25,18
1410,25110,1434,27684.57,21106.8,Brabant Wallon,Waterloo,29,29
1420,25014,773,25437.44,20394.34,Brabant Wallon,Braine-l’Alleud,30,30
1421,25014,773,25437.44,20394.34,Brabant Wallon,Braine-l’Alleud,30,30
1428,25014,773,25437.44,20394.34,Brabant Wallon,Braine-l’Alleud,30,30
1430,25123,283,21790.05,17682.38,Brabant Wallon,Rebecq,36,29
1435,25068,448,25432.71,20314.57,Brabant Wallon,Mont-Saint-Guibert,42,31
1440,25015,467,25255.22,19858.39,Brabant Wallon,Braine-le-Château,24,24
1450,25117,244,25327.1,19797.71,Brabant Wallon,Chastre,36,25
1457,25124,199,25952.55,20968.88,Brabant Wallon,Walhain,37,25
1460,25044,200,25029.65,19611.96,Brabant Wallon,Ittre,29,26
1461,25044,200,25029.65,19611.96,Brabant Wallon,Ittre,29,26
1470,25031,177,25255.12,19876.67,Brabant Wallon,Genappe,25,25
1471,25031,177,25255.12,19876.67,Brabant Wallon,Genappe,25,25
1472,25031,177,25255.12,19876.67,Brabant Wallon,Genappe,25,25
1473,25031,177,25255.12,19876.67,Brabant Wallon,Genappe,25,25
1474,25031,177,25255.12,19876.67,Brabant Wallon,Genappe,25,25
1476,25031,177,25255.12,19876.67,Brabant Wallon,Genappe,25,25
1480,25105,866,19744.71,16087.89,Brabant Wallon,Tubize,30,30
1490,25023,403,23709.85,19240.58,Brabant Wallon,Court-Saint-Etienne,37,33
1495,25107,231,24928.93,19697.49,Brabant Wallon,Villers-la-Ville,24,24
1500,23027,946,22785.31,18683.38,Vlaams Brabant,Halle,24,24
1501,23027,946,22785.31,18683.38,Vlaams Brabant,Halle,24,24
1502,23027,946,22785.31,18683.38,Vlaams Brabant,Halle,24,24
1540,23032,152,25480.52,20238.4,Vlaams Brabant,Herne,40,26
1541,23032,152,25480.52,20238.4,Vlaams Brabant,Herne,40,26
1547,23009,118,24184.24,19257.5,Vlaams Brabant,Bever,45,31
1560,23033,566,27451.74,21270.31,Vlaams Brabant,Hoeilaart,23,23
1570,23023,253,25262.95,20158.12,Vlaams Brabant,Galmaarden,40,26
1600,23077,898,20983.75,17807.82,Vlaams Brabant,Sint-Pieters-Leeuw,20,20
1601,23077,898,20983.75,17807.82,Vlaams Brabant,Sint-Pieters-Leeuw,20,20
1602,23077,898,20983.75,17807.82,Vlaams Brabant,Sint-Pieters-Leeuw,20,20
1620,23098,2381,19553.91,16239.63,Vlaams Brabant,Drogenbos,14,14
1630,23100,1115,26694.18,21175.59,Vlaams Brabant,Linkebeek,13,13
1640,23101,821,28711.0,22986.73,Vlaams Brabant,Sint-Genesius-Rode,17,17
1650,23003,871,24929.72,20595.92,Vlaams Brabant,Beersel,15,15
1651,23003,871,24929.72,20595.92,Vlaams Brabant,Beersel,15,15
1652,23003,871,24929.72,20595.92,Vlaams Brabant,Beersel,15,15
1653,23003,871,24929.72,20595.92,Vlaams Brabant,Beersel,15,15
1654,23003,871,24929.72,20595.92,Vlaams Brabant,Beersel,15,15
1670,23064,127,26616.74,20998.74,Vlaams Brabant,Pepingen,29,29
1671,23064,127,26616.74,20998.74,Vlaams Brabant,Pepingen,29,29
1673,23064,127,26616.74,20998.74,Vlaams Brabant,Pepingen,29,29
1674,23064,127,26616.74,20998.74,Vlaams Brabant,Pepingen,29,29
1700,23016,1081,24877.0,20855.89,Vlaams Brabant,Dilbeek,7,7
1701,23016,1081,24877.0,20855.89,Vlaams Brabant,Dilbeek,7,7
1702,23016,1081,24877.0,20855.89,Vlaams Brabant,Dilbeek,7,7
1703,23016,1081,24877.0,20855.89,Vlaams Brabant,Dilbeek,7,7
1730,23002,711,22710.06,19301.76,Vlaams Brabant,Asse,14,14
1731,23002,711,22710.06,19301.76,Vlaams Brabant,Asse,14,14
1740,23086,670,24935.85,20823.33,Vlaams Brabant,Ternat,17,17
1741,23086,670,24935.85,20823.33,Vlaams Brabant,Ternat,17,17
1742,23086,670,24935.85,20823.33,Vlaams Brabant,Ternat,17,17
1745,23060,746,25203.01,20377.82,Vlaams Brabant,Opwijk,24,13
1750,23104,304,26911.93,21862.64,Vlaams Brabant,Lennik,22,22
1755,23024,236,25889.08,20720.38,Vlaams Brabant,Gooik,25,22
1760,23097,545,25981.99,20403.09,Vlaams Brabant,Roosdaal,25,15
1761,23097,545,25981.99,20403.09,Vlaams Brabant,Roosdaal,25,15
1770,23044,1377,22369.88,18430.83,Vlaams Brabant,Liedekerke,23,11
1780,23102,2072,23592.69,20405.8,Vlaams Brabant,Wemmel,8,8
1785,23052,488,25280.5,20639.16,Vlaams Brabant,Merchtem,20,17
1790,23105,761,25337.44,20513.41,Vlaams Brabant,Affligem,19,8
1800,23088,2199,20046.02,16989.69,Vlaams Brabant,Vilvoorde,20,14
1804,23096,541,28445.64,22656.55,Vlaams Brabant,Zemst,19,6
1820,23081,535,25565.08,21333.82,Vlaams Brabant,Steenokkerzeel,18,15
1830,23047,1441,18827.82,16330.13,Vlaams Brabant,Machelen,10,10
1831,23047,1441,18827.82,16330.13,Vlaams Brabant,Machelen,10,10
1840,23045,531,25708.21,20547.24,Vlaams Brabant,Londerzeel,24,16
1850,23025,1030,24858.9,20965.19,Vlaams Brabant,Grimbergen,17,17
1851,23025,1030,24858.9,20965.19,Vlaams Brabant,Grimbergen,17,17
1852,23025,1030,24858.9,20965.19,Vlaams Brabant,Grimbergen,17,17
1853,23025,1030,24858.9,20965.19,Vlaams Brabant,Grimbergen,17,17
1860,23050,578,27524.56,22631.19,Vlaams Brabant,Meise,18,18
1861,23050,578,27524.56,22631.19,Vlaams Brabant,Meise,18,18
1880,23039,631,26298.44,20909.94,Vlaams Brabant,Kapelle-op-den-Bos,27,13
1910,23038,372,27636.23,22033.65,Vlaams Brabant,Kampenhout,22,14
1930,23094,1322,22176.53,18322.3,Vlaams Brabant,Zaventem,12,12
1931,23047,1441,18827.82,16330.13,Vlaams Brabant,Machelen,10,10
1932,23094,1322,22176.53,18322.3,Vlaams Brabant,Zaventem,12,12
1933,23094,1322,22176.53,18322.3,Vlaams Brabant,Zaventem,12,12
1950,23099,2392,25433.14,20467.97,Vlaams Brabant,Kraainem,10,10
1970,23103,2147,26883.9,21359.09,Vlaams Brabant,Wezembeek-Oppem,13,13
1980,23096,541,28445.64,22656.55,Vlaams Brabant,Zemst,19,6
1981,23096,541,28445.64,22656.55,Vlaams Brabant,Zemst,19,6
1982,23096,541,28445.64,22656.55,Vlaams Brabant,Zemst,19,6
2000,11002,2666,19091.86,15580.68,Antwerpen,Antwerpen,0,0
2018,11002,2666,19091.86,15580.68,Antwerpen,Antwerpen,0,0
2020,11002,2666,19091.86,15580.68,Antwerpen,Antwerpen,0,0
2030,11002,2666,19091.86,15580.68,Antwerpen,Antwerpen,0,0
2040,11002,2666,19091.86,15580.68,Antwerpen,Antwerpen,0,0
2050,11002,2666,19091.86,15580.68,Antwerpen,Antwerpen,0,0
2060,11002,2666,19091.86,15580.68,Antwerpen,Antwerpen,0,0
2070,11056,967,22994.36,19460.56,Antwerpen,Zwijndrecht,7,7
2100,11002,2666,19091.86,15580.68,Antwerpen,Antwerpen,0,0
2110,11050,1342,23956.07,19648.59,Antwerpen,Wijnegem,15,15
2140,11002,2666,19091.86,15580.68,Antwerpen,Antwerpen,0,0
2150,11007,2916,21435.22,18364.06,Antwerpen,Borsbeek,13,13
2160,11052,1028,24004.7,19364.93,Antwerpen,Wommelgem,15,15
2170,11002,2666,19091.86,15580.68,Antwerpen,Antwerpen,0,0
2180,11002,2666,19091.86,15580.68,Antwerpen,Antwerpen,0,0
2200,13011,602,23908.89,18842.91,Antwerpen,Herentals,39,39
2220,12014,513,23881.25,18677.99,Antwerpen,Heist-op-den-Berg,36,19
2221,12014,513,23881.25,18677.99,Antwerpen,Heist-op-den-Berg,36,19
2222,12014,513,23881.25,18677.99,Antwerpen,Heist-op-den-Berg,36,19
2223,12014,513,23881.25,18677.99,Antwerpen,Heist-op-den-Berg,36,19
2230,13013,283,23645.16,18382.35,Antwerpen,Herselt,48,30
2235,13016,609,23646.98,18510.63,Antwerpen,Hulshout,40,24
2240,11054,335,25037.23,19828.07,Antwerpen,Zandhoven,26,26
2242,11054,335,25037.23,19828.07,Antwerpen,Zandhoven,26,26
2243,11054,335,25037.23,19828.07,Antwerpen,Zandhoven,26,26
2250,13029,554,23555.18,18707.4,Antwerpen,Olen,41,41
2260,13049,462,23839.9,18935.55,Antwerpen,Westerlo,49,36
2270,13012,400,22972.89,18036.22,Antwerpen,Herenthout,36,28
2275,13019,285,23601.75,18547.9,Antwerpen,Lille,40,40
2280,13010,409,24857.76,19585.19,Antwerpen,Grobbendonk,34,32
2288,13010,409,24857.76,19585.19,Antwerpen,Grobbendonk,34,32
2290,13044,290,23511.14,18462.23,Antwerpen,Vorselaar,39,39
2300,13040,834,20234.53,17107.53,Antwerpen,Turnhout,49,49
2310,13037,268,21960.94,16988.67,Antwerpen,Rijkevorsel,35,35
2320,13014,211,21812.44,17245.92,Antwerpen,Hoogstraten,37,37
2321,13014,211,21812.44,17245.92,Antwerpen,Hoogstraten,37,37
2322,13014,211,21812.44,17245.92,Antwerpen,Hoogstraten,37,37
2323,13014,211,21812.44,17245.92,Antwerpen,Hoogstraten,37,37
2328,13014,211,21812.44,17245.92,Antwerpen,Hoogstraten,37,37
2330,13023,199,22583.46,17658.08,Antwerpen,Merksplas,48,48
2340,13004,497,24453.5,19113.99,Antwerpen,Beerse,44,44
2350,13046,997,24933.09,20632.95,Antwerpen,Vosselaar,46,46
2360,13031,378,24084.92,19597.56,Antwerpen,Oud-Turnhout,53,53
2370,13001,242,21614.43,16857.92,Antwerpen,Arendonk,60,60
2380,13035,163,20786.33,16675.36,Antwerpen,Ravels,62,62
2381,13035,163,20786.33,16675.36,Antwerpen,Ravels,62,62
2382,13035,163,20786.33,16675.36,Antwerpen,Ravels,62,62
2387,13002,404,19932.23,15313.68,Antwerpen,Baarle-Hertog,67,67
2390,11057,312,24352.95,18778.48,Antwerpen,Malle,32,32
2400,13025,336,23240.02,18410.54,Antwerpen,Mol,61,43
2430,13053,394,23466.46,18330.72,Antwerpen,Laakdal,57,32
2431,13053,394,23466.46,18330.72,Antwerpen,Laakdal,57,32
2440,13008,384,23688.28,18891.41,Antwerpen,Geel,51,40
2450,13021,284,23250.52,18274.81,Antwerpen,Meerhout,58,32
2460,13017,271,24659.04,19279.37,Antwerpen,Kasterlee,55,51
2470,13036,244,24082.45,17809.39,Antwerpen,Retie,59,59
2480,13006,360,21966.27,17517.08,Antwerpen,Dessel,63,55
2490,13003,322,22642.61,17849.82,Antwerpen,Balen,65,38
2491,13003,322,22642.61,17849.82,Antwerpen,Balen,65,38
2500,12021,766,23739.15,19013.15,Antwerpen,Lier,21,15
2520,11035,452,26093.33,20440.41,Antwerpen,Ranst,24,22
2530,11004,667,27017.12,21035.58,Antwerpen,Boechout,14,14
2531,11004,667,27017.12,21035.58,Antwerpen,Boechout,14,14
2540,11021,1396,30827.26,24366.52,Antwerpen,Hove,14,14
2547,11025,1505,27922.9,21228.14,Antwerpen,Lint,17,13
2550,11024,911,27583.79,21525.19,Antwerpen,Kontich,14,13
2560,12026,604,24079.55,18645.63,Antwerpen,Nijlen,29,24
2570,12009,799,24905.65,19679.16,Antwerpen,Duffel,22,9
2580,12029,537,24984.48,19256.49,Antwerpen,Putte,31,12
2590,12002,491,23433.12,18494.53,Antwerpen,Berlaar,29,17
2600,11002,2666,19091.86,15580.68,Antwerpen,Antwerpen,0,0
2610,11002,2666,19091.86,15580.68,Antwerpen,Antwerpen,0,0
2620,11018,2261,22469.4,18146.52,Antwerpen,Hemiksem,14,14
2627,11038,1100,24740.52,19689.98,Antwerpen,Schelle,14,14
2630,11001,1351,27086.4,22422.2,Antwerpen,Aartselaar,11,11
2640,11029,3415,24519.33,20079.54,Antwerpen,Mortsel,11,11
2650,11013,2639,26633.14,21925.96,Antwerpen,Edegem,12,12
2660,11002,2666,19091.86,15580.68,Antwerpen,Antwerpen,0,0
2800,12025,1357,22812.05,18311.57,Antwerpen,Mechelen,25,0
2801,12025,1357,22812.05,18311.57,Antwerpen,Mechelen,25,0
2811,12025,1357,22812.05,18311.57,Antwerpen,Mechelen,25,0
2812,12025,1357,22812.05,18311.57,Antwerpen,Mechelen,25,0
2820,12005,529,29606.74,23307.34,Antwerpen,Bonheiden,29,6
2830,12040,1032,21746.33,17749.11,Antwerpen,Willebroek,20,11
2840,11037,771,25537.73,20367.37,Antwerpen,Rumst,16,12
2845,11030,2051,22249.06,17566.61,Antwerpen,Niel,17,17
2850,11005,2632,20251.22,16712.42,Antwerpen,Boom,16,14
2860,12035,602,25334.74,19923.95,Antwerpen,Sint-Katelijne-Waver,29,6
2861,12035,602,25334.74,19923.95,Antwerpen,Sint-Katelijne-Waver,29,6
2870,12041,548,25704.18,20023.93,Antwerpen,Puurs-Sint-Amands,25,16
2880,12007,477,26108.87,20239.77,Antwerpen,Bornem,28,12
2890,12041,548,25704.18,20023.93,Antwerpen,Puurs-Sint-Amands,25,16
2900,11040,1173,25664.51,20198.71,Antwerpen,Schoten,10,10
2910,11016,412,22312.13,17379.93,Antwerpen,Essen,36,36
2920,11022,331,25680.52,19582.68,Antwerpen,Kalmthout,22,22
2930,11008,997,26412.35,21408.75,Antwerpen,Brasschaat,12,12
2940,11044,878,25574.96,20253.96,Antwerpen,Stabroek,17,17
2950,11023,746,28045.67,21860.53,Antwerpen,Kapellen,13,13
2960,11009,334,24991.85,19547.04,Antwerpen,Brecht,25,25
2970,11039,563,30192.6,23788.93,Antwerpen,Schilde,21,21
2980,11055,583,26330.41,20884.37,Antwerpen,Zoersel,26,26
2990,11053,243,23180.22,17921.28,Antwerpen,Wuustwezel,26,26
3000,24062,1808,24821.1,19934.21,Vlaams Brabant,Leuven,27,0
3001,24062,1808,24821.1,19934.21,Vlaams Brabant,Leuven,27,0
3010,24062,1808,24821.1,19934.21,Vlaams Brabant,Leuven,27,0
3012,24062,1808,24821.1,19934.21,Vlaams Brabant,Leuven,27,0
3018,24062,1808,24821.1,19934.21,Vlaams Brabant,Leuven,27,0
3020,24038,702,28925.06,23165.17,Vlaams Brabant,Herent,25,7
3040,24045,252,27628.94,21537.58,Vlaams Brabant,Huldenberg,28,15
3050,24086,367,31285.03,24575.02,Vlaams Brabant,Oud-Heverlee,31,6
3051,24086,367,31285.03,24575.02,Vlaams Brabant,Oud-Heverlee,31,6
3052,24086,367,31285.03,24575.02,Vlaams Brabant,Oud-Heverlee,31,6
3053,24086,367,31285.03,24575.02,Vlaams Brabant,Oud-Heverlee,31,6
3054,24086,367,31285.03,24575.02,Vlaams Brabant,Oud-Heverlee,31,6
3060,24009,341,28303.05,21940.87,Vlaams Brabant,Bertem,21,7
3061,24009,341,28303.05,21940.87,Vlaams Brabant,Bertem,21,7
3070,24055,609,27002.25,21688.85,Vlaams Brabant,Kortenberg,15,14
3071,24055,609,27002.25,21688.85,Vlaams Brabant,Kortenberg,15,14
3078,24055,609,27002.25,21688.85,Vlaams Brabant,Kortenberg,15,14
3080,24104,686,28176.62,21473.42,Vlaams Brabant,Tervuren,17,17
3090,23062,577,28285.52,21928.57,Vlaams Brabant,Overijse,24,20
3110,24094,474,27765.98,21719.3,Vlaams Brabant,Rotselaar,34,12
3111,24094,474,27765.98,21719.3,Vlaams Brabant,Rotselaar,34,12
3118,24094,474,27765.98,21719.3,Vlaams Brabant,Rotselaar,34,12
3120,24109,704,26648.68,20506.4,Vlaams Brabant,Tremelo,41,17
3128,24109,704,26648.68,20506.4,Vlaams Brabant,Tremelo,41,17
3130,24007,601,25485.27,20073.22,Vlaams Brabant,Begijnendijk,42,25
3140,24048,717,32128.69,25261.07,Vlaams Brabant,Keerbergen,37,12
3150,24033,504,27203.02,21111.78,Vlaams Brabant,Haacht,29,15
3190,24014,711,27470.88,22328.41,Vlaams Brabant,Boortmeerbeek,28,9
3191,24014,711,27470.88,22328.41,Vlaams Brabant,Boortmeerbeek,28,9
3200,24001,493,24933.56,19625.02,Vlaams Brabant,Aarschot,43,21
3201,24001,493,24933.56,19625.02,Vlaams Brabant,Aarschot,43,21
3202,24001,493,24933.56,19625.02,Vlaams Brabant,Aarschot,43,21
3210,24066,334,28627.58,23203.78,Vlaams Brabant,Lubbeek,38,13
3211,24066,334,28627.58,23203.78,Vlaams Brabant,Lubbeek,38,13
3212,24066,334,28627.58,23203.78,Vlaams Brabant,Lubbeek,38,13
3220,24043,263,28393.85,21751.44,Vlaams Brabant,Holsbeek,38,14
3221,24043,263,28393.85,21751.44,Vlaams Brabant,Holsbeek,38,14
3270,24134,469,23861.91,18919.87,Vlaams Brabant,Scherpenheuvel-Zichem,52,27
3271,24134,469,23861.91,18919.87,Vlaams Brabant,Scherpenheuvel-Zichem,52,27
3272,24134,469,23861.91,18919.87,Vlaams Brabant,Scherpenheuvel-Zichem,52,27
3290,24020,425,24169.74,19206.45,Vlaams Brabant,Diest,56,23
3293,24020,425,24169.74,19206.45,Vlaams Brabant,Diest,56,23
3294,24020,425,24169.74,19206.45,Vlaams Brabant,Diest,56,23
3300,24107,502,22889.08,18742.97,Vlaams Brabant,Tienen,46,20
3320,24041,201,27160.94,21069.02,Vlaams Brabant,Hoegaarden,47,24
3321,24041,201,27160.94,21069.02,Vlaams Brabant,Hoegaarden,47,24
3350,24133,198,24602.13,19270.11,Vlaams Brabant,Linter,43,27
3360,24011,270,29279.98,23250.54,Vlaams Brabant,Bierbeek,32,8
3370,24016,277,27705.39,21607.85,Vlaams Brabant,Boutersem,36,13
3380,24137,200,26105.77,19963.57,Vlaams Brabant,Glabbeek,50,25
3381,24137,200,26105.77,19963.57,Vlaams Brabant,Glabbeek,50,25
3384,24137,200,26105.77,19963.57,Vlaams Brabant,Glabbeek,50,25
3390,24135,260,25138.12,20028.45,Vlaams Brabant,Tielt-Winge,45,20
3391,24135,260,25138.12,20028.45,Vlaams Brabant,Tielt-Winge,45,20
3400,24059,307,24093.77,19221.99,Vlaams Brabant,Landen,42,30
3401,24059,307,24093.77,19221.99,Vlaams Brabant,Landen,42,30
3404,24059,307,24093.77,19221.99,Vlaams Brabant,Landen,42,30
3440,24130,186,23828.13,18660.04,Vlaams Brabant,Zoutleeuw,40,24
3450,24028,176,22586.23,17837.92,Vlaams Brabant,Geetbets,49,23
3454,24028,176,22586.23,17837.92,Vlaams Brabant,Geetbets,49,23
3460,24008,181,24499.18,18991.56,Vlaams Brabant,Bekkevoort,49,24
3461,24008,181,24499.18,18991.56,Vlaams Brabant,Bekkevoort,49,24
3470,24054,160,24101.22,18632.91,Vlaams Brabant,Kortenaken,56,24
3471,24054,160,24101.22,18632.91,Vlaams Brabant,Kortenaken,56,24
3472,24054,160,24101.22,18632.91,Vlaams Brabant,Kortenaken,56,24
3473,24054,160,24101.22,18632.91,Vlaams Brabant,Kortenaken,56,24
3500,71022,787,24621.15,19559.57,Limburg,Hasselt,51,0
3501,71022,787,24621.15,19559.57,Limburg,Hasselt,51,0
3510,71022,787,24621.15,19559.57,Limburg,Hasselt,51,0
3511,71022,787,24621.15,19559.57,Limburg,Hasselt,51,0
3512,71022,787,24621.15,19559.57,Limburg,Hasselt,51,0
3520,71066,550,23768.16,18336.69,Limburg,Zonhoven,60,8
3530,72039,394,20225.24,15858.86,Limburg,Houthalen-Helchteren,64,13
3540,71024,298,24234.73,18753.94,Limburg,Herk-de-Stad,50,14
3545,71020,260,24175.9,18255.48,Limburg,Halen,62,17
3550,71070,655,20938.51,16538.53,Limburg,Heusden-Zolder,66,13
3560,71037,285,24053.78,18772.7,Limburg,Lummen,63,14
3570,73001,422,24384.62,18856.78,Limburg,Alken,46,7
3580,71004,615,20786.4,16413.61,Limburg,Beringen,70,19
3581,71004,615,20786.4,16413.61,Limburg,Beringen,70,19
3582,71004,615,20786.4,16413.61,Limburg,Beringen,70,19
3583,71004,615,20786.4,16413.61,Limburg,Beringen,70,19
3590,71011,473,23655.56,18572.3,Limburg,Diepenbeek,45,7
3600,71016,775,19965.99,15723.88,Limburg,Genk,53,14
3620,73042,447,22354.28,17683.41,Limburg,Lanaken,37,28
3621,73042,447,22354.28,17683.41,Limburg,Lanaken,37,28
3630,73107,523,18883.51,14962.61,Limburg,Maasmechelen,46,31
3631,73107,523,18883.51,14962.61,Limburg,Maasmechelen,46,31
3640,72018,226,20706.29,16020.61,Limburg,Kinrooi,69,47
3650,72041,323,20663.54,16168.22,Limburg,Dilsen-Stokkem,54,33
3660,72042,205,22254.58,17147.44,Limburg,Oudsbergen,68,27
3665,71002,373,23316.32,17869.51,Limburg,As,55,23
3668,71002,373,23316.32,17869.51,Limburg,As,55,23
3670,72042,205,22254.58,17147.44,Limburg,Oudsbergen,68,27
3680,72021,334,21848.04,17029.35,Limburg,Maaseik,62,42
3690,71067,229,23530.55,18417.69,Limburg,Zutendaal,46,20
3700,73083,365,22066.48,17722.74,Limburg,Tongeren,24,20
3717,73028,56,24952.98,19403.11,Limburg,Herstappe,16,16
3720,73040,257,23556.18,18589.12,Limburg,Kortessem,43,9
3721,73040,257,23556.18,18589.12,Limburg,Kortessem,43,9
3722,73040,257,23556.18,18589.12,Limburg,Kortessem,43,9
3723,73040,257,23556.18,18589.12,Limburg,Kortessem,43,9
3724,73040,257,23556.18,18589.12,Limburg,Kortessem,43,9
3730,73032,334,23188.06,17829.95,Limburg,Hoeselt,35,16
3732,73032,334,23188.06,17829.95,Limburg,Hoeselt,35,16
3740,73006,431,22571.2,17468.52,Limburg,Bilzen,38,15
3742,73006,431,22571.2,17468.52,Limburg,Bilzen,38,15
3746,73006,431,22571.2,17468.52,Limburg,Bilzen,38,15
3770,73066,291,22170.21,17096.59,Limburg,Riemst,33,25
3790,73109,87,22148.54,16744.09,Limburg,Voeren,22,22
3791,73109,87,22148.54,16744.09,Limburg,Voeren,22,22
3792,73109,87,22148.54,16744.09,Limburg,Voeren,22,22
3793,73109,87,22148.54,16744.09,Limburg,Voeren,22,22
3798,73109,87,22148.54,16744.09,Limburg,Voeren,22,22
3800,71053,387,22567.37,17966.91,Limburg,Sint-Truiden,35,18
3803,71053,387,22567.37,17966.91,Limburg,Sint-Truiden,35,18
3806,71053,387,22567.37,17966.91,Limburg,Sint-Truiden,35,18
3830,73098,279,23988.46,18250.51,Limburg,Wellen,40,12
3831,73098,279,23988.46,18250.51,Limburg,Wellen,40,12
3832,73098,279,23988.46,18250.51,Limburg,Wellen,40,12
3840,73009,225,22523.51,17823.75,Limburg,Borgloon,31,17
3850,71045,324,22765.08,17812.75,Limburg,Nieuwerkerken,40,16
3870,73022,143,22128.23,17175.85,Limburg,Heers,24,24
3890,71017,154,23787.95,18443.85,Limburg,Gingelom,39,26
3891,71017,154,23787.95,18443.85,Limburg,Gingelom,39,26
3900,72043,410,21613.6,17148.03,Limburg,Pelt,86,37
3910,72043,410,21613.6,17148.03,Limburg,Pelt,86,37
3920,72020,341,21722.98,17058.86,Limburg,Lommel,76,42
3930,72037,331,20487.83,15948.24,Limburg,Hamont-Achel,101,47
3940,72038,169,21425.87,17013.51,Limburg,Hechtel-Eksel,77,23
3941,72038,169,21425.87,17013.51,Limburg,Hechtel-Eksel,77,23
3945,71069,345,22952.89,17798.19,Limburg,Ham,62,27
3950,72003,231,20631.39,16127.87,Limburg,Bocholt,84,41
3960,72004,261,21678.31,17107.92,Limburg,Bree,77,38
3970,71034,734,20936.42,16715.86,Limburg,Leopoldsburg,71,28
3971,71034,734,20936.42,16715.86,Limburg,Leopoldsburg,71,28
3980,71057,368,23913.95,18812.68,Limburg,Tessenderlo,60,27
3990,72030,190,21835.67,17091.29,Limburg,Peer,75,27
4000,62063,2851,17783.85,14400.15,Liège,Liège,0,0
4020,62063,2851,17783.85,14400.15,Liège,Liège,0,0
4030,62063,2851,17783.85,14400.15,Liège,Liège,0,0
4031,62063,2851,17783.85,14400.15,Liège,Liège,0,0
4032,62063,2851,17783.85,14400.15,Liège,Liège,0,0
4040,62051,1747,17373.22,14040.46,Liège,Herstal,5,5
4041,62051,1747,17373.22,14040.46,Liège,Herstal,5,5
4042,62051,1747,17373.22,14040.46,Liège,Herstal,5,5
4050,62022,809,27314.44,21950.84,Liège,Chaudfontaine,8,8
4051,62022,809,27314.44,21950.84,Liège,Chaudfontaine,8,8
4052,62022,809,27314.44,21950.84,Liège,Chaudfontaine,8,8
4053,62022,809,27314.44,21950.84,Liège,Chaudfontaine,8,8
4100,62096,1823,16833.47,13707.81,Liège,Seraing,8,8
4101,62096,1823,16833.47,13707.81,Liège,Seraing,8,8
4102,62096,1823,16833.47,13707.81,Liège,Seraing,8,8
4120,62121,315,28245.16,22418.84,Liège,Neupré,18,18
4121,62121,315,28245.16,22418.84,Liège,Neupré,18,18
4122,62121,315,28245.16,22418.84,Liège,Neupré,18,18
4130,62032,375,26209.76,20339.69,Liège,Esneux,18,18
4140,62100,203,24802.78,19474.46,Liège,Sprimont,20,20
4141,62100,203,24802.78,19474.46,Liège,Sprimont,20,20
4160,61079,113,23908.01,18880.27,Liège,Anthisnes,28,28
4161,61079,113,23908.01,18880.27,Liège,Anthisnes,28,28
4162,61079,113,23908.01,18880.27,Liège,Anthisnes,28,28
4163,61079,113,23908.01,18880.27,Liège,Anthisnes,28,28
4170,62026,235,19801.71,15814.61,Liège,Comblain-au-Pont,28,28
4171,62026,235,19801.71,15814.61,Liège,Comblain-au-Pont,28,28
4180,61024,136,21033.42,16477.53,Liège,Hamoir,37,37
4181,61024,136,21033.42,16477.53,Liège,Hamoir,37,37
4190,61019,89,22672.42,17720.22,Liège,Ferrières,37,37
4210,61010,101,25041.34,19117.5,Liège,Burdinne,45,21
4217,61028,145,24009.92,18183.15,Liège,Héron,41,25
4218,61028,145,24009.92,18183.15,Liège,Héron,41,25
4219,64075,128,22508.96,17321.9,Liège,Wasseiges,47,24
4250,64029,150,24526.51,18981.86,Liège,Geer,34,34
4252,64029,150,24526.51,18981.86,Liège,Geer,34,34
4253,64029,150,24526.51,18981.86,Liège,Geer,34,34
4254,64029,150,24526.51,18981.86,Liège,Geer,34,34
4257,64008,230,23345.06,18475.3,Liège,Berloz,30,30
4260,64015,148,23330.05,18439.03,Liège,Braives,37,31
4261,64015,148,23330.05,18439.03,Liège,Braives,37,31
4263,64015,148,23330.05,18439.03,Liège,Braives,37,31
4280,64034,198,24231.18,18541.74,Liège,Hannut,41,31
4287,64047,229,23134.9,18612.99,Liège,Lincent,42,32
4300,64074,501,22780.63,18174.46,Liège,Waremme,26,26
4317,64076,144,25169.46,19680.36,Liège,Faimes,29,29
4340,62006,343,23193.29,18435.72,Liège,Awans,9,9
4342,62006,343,23193.29,18435.72,Liège,Awans,9,9
4347,64025,176,23710.66,18861.05,Liège,Fexhe-le-Haut-Clocher,14,14
4350,64063,263,24546.65,19075.14,Liège,Remicourt,23,23
4351,64063,263,24546.65,19075.14,Liège,Remicourt,23,23
